Geography,Category,year,thousands
United Arab Emirates,Population Aged 60-64,2020,167.6
Yemen,Population Aged 60-64,2020,509.3
Zambia,Population Aged 60-64,2020,237.6
Zimbabwe,Population Aged 60-64,2020,240.4
North America,Population Aged 60-64,2020,23484.9
Canada,Population Aged 60-64,2020,2560.2
USA,Population Aged 60-64,2020,20924.6
Western Europe,Population Aged 60-64,2020,30082.2
Austria,Population Aged 60-64,2020,565.6
Belgium,Population Aged 60-64,2020,723.7
Cyprus,Population Aged 60-64,2020,65.0
Denmark,Population Aged 60-64,2020,344.4
Finland,Population Aged 60-64,2020,359.6
France,Population Aged 60-64,2020,3984.6
Germany,Population Aged 60-64,2020,5647.8
Greece,Population Aged 60-64,2020,682.6
Iceland,Population Aged 60-64,2020,20.4
Ireland,Population Aged 60-64,2020,257.3
Italy,Population Aged 60-64,2020,3893.3
Luxembourg,Population Aged 60-64,2020,34.8
Malta,Population Aged 60-64,2020,30.1
Netherlands,Population Aged 60-64,2020,1117.8
Norway,Population Aged 60-64,2020,307.2
Portugal,Population Aged 60-64,2020,676.8
Spain,Population Aged 60-64,2020,2918.8
Sweden,Population Aged 60-64,2020,568.4
Switzerland,Population Aged 60-64,2020,517.4
Turkey,Population Aged 60-64,2020,3554.8
United Kingdom,Population Aged 60-64,2020,3811.7
World,Population Aged 65+,2020,728630.1
Asia Pacific,Population Aged 65+,2020,393639.9
Afghanistan,Population Aged 65+,2020,1031.2
American Samoa,Population Aged 65+,2020,2.7
Armenia,Population Aged 65+,2020,349.7
Azerbaijan,Population Aged 65+,2020,709.7
Bangladesh,Population Aged 65+,2020,8608.3
Bhutan,Population Aged 65+,2020,47.9
Brunei Darussalam,Population Aged 65+,2020,24.4
Cambodia,Population Aged 65+,2020,811.4
China,Population Aged 65+,2020,174637.5
Fiji,Population Aged 65+,2020,52.2
French Polynesia,Population Aged 65+,2020,25.5
Guam,Population Aged 65+,2020,17.8
"Hong Kong, China",Population Aged 65+,2020,1371.8
India,Population Aged 65+,2020,90377.7
Indonesia,Population Aged 65+,2020,17129.5
Japan,Population Aged 65+,2020,36223.8
Kazakhstan,Population Aged 65+,2020,1473.4
Kiribati,Population Aged 65+,2020,5.0
Kyrgyzstan,Population Aged 65+,2020,308.5
Laos,Population Aged 65+,2020,309.9
"Macau, China",Population Aged 65+,2020,77.7
Malaysia,Population Aged 65+,2020,2335.5
Maldives,Population Aged 65+,2020,19.4
Mongolia,Population Aged 65+,2020,141.4
Myanmar,Population Aged 65+,2020,3393.0
Nauru,Population Aged 65+,2020,0.2
Nepal,Population Aged 65+,2020,1698.1
New Caledonia,Population Aged 65+,2020,27.7
North Korea,Population Aged 65+,2020,2410.0
Pakistan,Population Aged 65+,2020,9605.8
Papua New Guinea,Population Aged 65+,2020,319.6
Philippines,Population Aged 65+,2020,6039.7
Samoa,Population Aged 65+,2020,10.1
Singapore,Population Aged 65+,2020,812.8
Solomon Islands,Population Aged 65+,2020,25.2
South Korea,Population Aged 65+,2020,8117.1
Sri Lanka,Population Aged 65+,2020,2405.3
Taiwan,Population Aged 65+,2020,3607.1
Tajikistan,Population Aged 65+,2020,303.3
Thailand,Population Aged 65+,2020,9044.5
Tonga,Population Aged 65+,2020,6.3
Turkmenistan,Population Aged 65+,2020,287.6
Tuvalu,Population Aged 65+,2020,0.6
Uzbekistan,Population Aged 65+,2020,1602.8
Vanuatu,Population Aged 65+,2020,11.1
Vietnam,Population Aged 65+,2020,7820.4
Australasia,Population Aged 65+,2020,4973.0
Australia,Population Aged 65+,2020,4196.1
New Zealand,Population Aged 65+,2020,776.9
Eastern Europe,Population Aged 65+,2020,54532.1
Albania,Population Aged 65+,2020,423.2
Belarus,Population Aged 65+,2020,1468.8
Bosnia and Herzegovina,Population Aged 65+,2020,623.5
Bulgaria,Population Aged 65+,2020,1504.1
Croatia,Population Aged 65+,2020,853.8
Czech Republic,Population Aged 65+,2020,2131.6
Estonia,Population Aged 65+,2020,266.2
Georgia,Population Aged 65+,2020,588.2
Hungary,Population Aged 65+,2020,1942.2
Latvia,Population Aged 65+,2020,391.4
Lithuania,Population Aged 65+,2020,556.0
Moldova,Population Aged 65+,2020,504.0
Montenegro,Population Aged 65+,2020,99.0
North Macedonia,Population Aged 65+,2020,300.8
Poland,Population Aged 65+,2020,6947.0
Romania,Population Aged 65+,2020,3661.8
Russia,Population Aged 65+,2020,22343.0
Serbia,Population Aged 65+,2020,1451.8
Slovakia,Population Aged 65+,2020,905.2
Slovenia,Population Aged 65+,2020,424.0
Ukraine,Population Aged 65+,2020,7146.5
Latin America,Population Aged 65+,2020,58502.6
Anguilla,Population Aged 65+,2020,1.2
Antigua and Barbuda,Population Aged 65+,2020,9.1
Argentina,Population Aged 65+,2020,5244.0
Aruba,Population Aged 65+,2020,15.6
Bahamas,Population Aged 65+,2020,30.5
Barbados,Population Aged 65+,2020,48.0
Belize,Population Aged 65+,2020,19.9
Bermuda,Population Aged 65+,2020,11.7
Bolivia,Population Aged 65+,2020,874.1
Brazil,Population Aged 65+,2020,20302.4
British Virgin Islands,Population Aged 65+,2020,2.2
Cayman Islands,Population Aged 65+,2020,3.4
Chile,Population Aged 65+,2020,2368.0
Colombia,Population Aged 65+,2020,4591.6
Costa Rica,Population Aged 65+,2020,454.3
Cuba,Population Aged 65+,2020,1800.2
Curacao,Population Aged 65+,2020,29.0
Dominica,Population Aged 65+,2020,8.6
Dominican Republic,Population Aged 65+,2020,816.6
Ecuador,Population Aged 65+,2020,1327.9
El Salvador,Population Aged 65+,2020,561.1
French Guiana,Population Aged 65+,2020,16.6
Grenada,Population Aged 65+,2020,11.0
Guadeloupe,Population Aged 65+,2020,77.4
Guatemala,Population Aged 65+,2020,926.3
Guyana,Population Aged 65+,2020,55.1
Haiti,Population Aged 65+,2020,590.0
Honduras,Population Aged 65+,2020,492.6
Jamaica,Population Aged 65+,2020,268.8
Martinique,Population Aged 65+,2020,81.4
Mexico,Population Aged 65+,2020,9705.9
Nicaragua,Population Aged 65+,2020,376.1
Panama,Population Aged 65+,2020,368.4
Paraguay,Population Aged 65+,2020,485.8
Peru,Population Aged 65+,2020,2877.2
Puerto Rico,Population Aged 65+,2020,595.8
St Kitts and Nevis,Population Aged 65+,2020,4.3
St Lucia,Population Aged 65+,2020,18.9
St Vincent and the Grenadines,Population Aged 65+,2020,11.0
Suriname,Population Aged 65+,2020,41.9
Trinidad and Tobago,Population Aged 65+,2020,161.1
Uruguay,Population Aged 65+,2020,528.8
US Virgin Islands,Population Aged 65+,2020,21.4
Venezuela,Population Aged 65+,2020,2267.1
Middle East and Africa,Population Aged 65+,2020,59368.7
Algeria,Population Aged 65+,2020,2956.8
Angola,Population Aged 65+,2020,720.2
Bahrain,Population Aged 65+,2020,41.7
Benin,Population Aged 65+,2020,397.5
Botswana,Population Aged 65+,2020,106.1
Burkina Faso,Population Aged 65+,2020,504.0
Burundi,Population Aged 65+,2020,283.0
Cabo Verde,Population Aged 65+,2020,26.6
Cameroon,Population Aged 65+,2020,720.9
Central African Republic,Population Aged 65+,2020,135.1
Chad,Population Aged 65+,2020,410.4
Comoros,Population Aged 65+,2020,27.0
"Congo, Democratic Republic",Population Aged 65+,2020,2703.6
Congo-Brazzaville,Population Aged 65+,2020,152.5
Côte d'Ivoire,Population Aged 65+,2020,760.4
Djibouti,Population Aged 65+,2020,46.5
Egypt,Population Aged 65+,2020,5389.0
Equatorial Guinea,Population Aged 65+,2020,33.4
Eritrea,Population Aged 65+,2020,159.8
Eswatini,Population Aged 65+,2020,46.6
Ethiopia,Population Aged 65+,2020,4066.1
Gabon,Population Aged 65+,2020,78.5
Gambia,Population Aged 65+,2020,61.2
Ghana,Population Aged 65+,2020,975.8
Guinea,Population Aged 65+,2020,387.7
Guinea-Bissau,Population Aged 65+,2020,56.8
Iran,Population Aged 65+,2020,5525.8
Iraq,Population Aged 65+,2020,1384.8
Israel,Population Aged 65+,2020,1111.6
Jordan,Population Aged 65+,2020,401.9
Kenya,Population Aged 65+,2020,1349.2
Kuwait,Population Aged 65+,2020,139.0
Lebanon,Population Aged 65+,2020,515.3
Lesotho,Population Aged 65+,2020,106.0
Liberia,Population Aged 65+,2020,167.8
Libya,Population Aged 65+,2020,311.0
Madagascar,Population Aged 65+,2020,858.6
Malawi,Population Aged 65+,2020,505.3
Mali,Population Aged 65+,2020,501.6
Mauritania,Population Aged 65+,2020,147.8
Mauritius,Population Aged 65+,2020,159.2
Morocco,Population Aged 65+,2020,2807.7
Mozambique,Population Aged 65+,2020,894.5
Namibia,Population Aged 65+,2020,91.1
Niger,Population Aged 65+,2020,628.4
Nigeria,Population Aged 65+,2020,5644.2
Oman,Population Aged 65+,2020,119.3
Qatar,Population Aged 65+,2020,63.3
Réunion,Population Aged 65+,2020,113.9
Rwanda,Population Aged 65+,2020,404.0
Sao Tomé e Príncipe,Population Aged 65+,2020,6.6
Saudi Arabia,Population Aged 65+,2020,1233.7
Senegal,Population Aged 65+,2020,520.4
Seychelles,Population Aged 65+,2020,7.9
Sierra Leone,Population Aged 65+,2020,233.5
Somalia,Population Aged 65+,2020,461.2
South Africa,Population Aged 65+,2020,3265.9
South Sudan,Population Aged 65+,2020,375.3
Sudan,Population Aged 65+,2020,1611.1
Syria,Population Aged 65+,2020,853.1
Tanzania,Population Aged 65+,2020,1579.1
Togo,Population Aged 65+,2020,240.5
Tunisia,Population Aged 65+,2020,1047.0
Uganda,Population Aged 65+,2020,908.3
United Arab Emirates,Population Aged 65+,2020,112.4
Yemen,Population Aged 65+,2020,874.2
Zambia,Population Aged 65+,2020,392.0
Zimbabwe,Population Aged 65+,2020,448.0
North America,Population Aged 65+,2020,62827.2
Canada,Population Aged 65+,2020,6835.9
USA,Population Aged 65+,2020,55991.3
Western Europe,Population Aged 65+,2020,94786.5
Austria,Population Aged 65+,2020,1693.6
Belgium,Population Aged 65+,2020,2204.5
Cyprus,Population Aged 65+,2020,174.0
Denmark,Population Aged 65+,2020,1156.0
Finland,Population Aged 65+,2020,1231.3
France,Population Aged 65+,2020,13440.8
Germany,Population Aged 65+,2020,18090.7
Gibraltar,Population Aged 65+,2020,5.5
Greece,Population Aged 65+,2020,2386.2
Iceland,Population Aged 65+,2020,53.3
Ireland,Population Aged 65+,2020,716.2
Italy,Population Aged 65+,2020,13859.1
Liechtenstein,Population Aged 65+,2020,7.1
Luxembourg,Population Aged 65+,2020,90.1
Malta,Population Aged 65+,2020,94.2
Monaco,Population Aged 65+,2020,16.7
Netherlands,Population Aged 65+,2020,3392.6
Norway,Population Aged 65+,2020,941.8
Portugal,Population Aged 65+,2020,2280.4
Spain,Population Aged 65+,2020,9267.3
Sweden,Population Aged 65+,2020,2065.4
Switzerland,Population Aged 65+,2020,1606.1
Turkey,Population Aged 65+,2020,7550.7
United Kingdom,Population Aged 65+,2020,12463.1
Asia Pacific,Population Aged 60-64,2021,189957.7
Afghanistan,Population Aged 60-64,2021,636.2
Armenia,Population Aged 60-64,2021,202.2
Azerbaijan,Population Aged 60-64,2021,550.0
Bangladesh,Population Aged 60-64,2021,4857.5
Bhutan,Population Aged 60-64,2021,21.9
Brunei Darussalam,Population Aged 60-64,2021,18.0
Cambodia,Population Aged 60-64,2021,477.6
China,Population Aged 60-64,2021,79975.5
Fiji,Population Aged 60-64,2021,35.6
French Polynesia,Population Aged 60-64,2021,13.1
Guam,Population Aged 60-64,2021,8.2
"Hong Kong, China",Population Aged 60-64,2021,607.2
India,Population Aged 60-64,2021,49754.9
Indonesia,Population Aged 60-64,2021,10825.2
Japan,Population Aged 60-64,2021,7393.2
Kazakhstan,Population Aged 60-64,2021,839.7
Kiribati,Population Aged 60-64,2021,3.2
Kyrgyzstan,Population Aged 60-64,2021,232.6
Laos,Population Aged 60-64,2021,191.0
"Macau, China",Population Aged 60-64,2021,46.9
Malaysia,Population Aged 60-64,2021,1266.5
Maldives,Population Aged 60-64,2021,12.3
Mongolia,Population Aged 60-64,2021,105.0
Myanmar,Population Aged 60-64,2021,2092.0
Nepal,Population Aged 60-64,2021,852.8
New Caledonia,Population Aged 60-64,2021,13.5
North Korea,Population Aged 60-64,2021,1526.1
Pakistan,Population Aged 60-64,2021,5533.4
Papua New Guinea,Population Aged 60-64,2021,223.7
Philippines,Population Aged 60-64,2021,3507.8
Samoa,Population Aged 60-64,2021,6.1
Singapore,Population Aged 60-64,2021,464.0
Solomon Islands,Population Aged 60-64,2021,14.1
South Korea,Population Aged 60-64,2021,4060.6
Sri Lanka,Population Aged 60-64,2021,1137.4
Taiwan,Population Aged 60-64,2021,1677.1
Tajikistan,Population Aged 60-64,2021,262.1
Thailand,Population Aged 60-64,2021,4498.1
Tonga,Population Aged 60-64,2021,3.0
Turkmenistan,Population Aged 60-64,2021,208.7
Uzbekistan,Population Aged 60-64,2021,1220.4
Vanuatu,Population Aged 60-64,2021,7.1
Vietnam,Population Aged 60-64,2021,4576.0
Australasia,Population Aged 60-64,2021,1754.5
Australia,Population Aged 60-64,2021,1459.8
New Zealand,Population Aged 60-64,2021,294.7
Eastern Europe,Population Aged 60-64,2021,22179.7
Albania,Population Aged 60-64,2021,191.3
Belarus,Population Aged 60-64,2021,677.6
Bosnia and Herzegovina,Population Aged 60-64,2021,259.7
Bulgaria,Population Aged 60-64,2021,469.5
Croatia,Population Aged 60-64,2021,292.8
Czech Republic,Population Aged 60-64,2021,625.0
Estonia,Population Aged 60-64,2021,85.8
Georgia,Population Aged 60-64,2021,247.3
Hungary,Population Aged 60-64,2021,612.6
Latvia,Population Aged 60-64,2021,133.5
Lithuania,Population Aged 60-64,2021,204.0
Moldova,Population Aged 60-64,2021,258.2
Montenegro,Population Aged 60-64,2021,39.8
North Macedonia,Population Aged 60-64,2021,130.0
Poland,Population Aged 60-64,2021,2680.2
Romania,Population Aged 60-64,2021,1238.0
Russia,Population Aged 60-64,2021,10140.5
Serbia,Population Aged 60-64,2021,480.0
Slovakia,Population Aged 60-64,2021,353.7
Slovenia,Population Aged 60-64,2021,144.5
Ukraine,Population Aged 60-64,2021,2915.7
Latin America,Population Aged 60-64,2021,26893.5
Antigua and Barbuda,Population Aged 60-64,2021,4.9
Argentina,Population Aged 60-64,2021,1950.0
Aruba,Population Aged 60-64,2021,8.0
Bahamas,Population Aged 60-64,2021,18.7
Barbados,Population Aged 60-64,2021,19.0
Belize,Population Aged 60-64,2021,11.1
Bolivia,Population Aged 60-64,2021,344.6
Brazil,Population Aged 60-64,2021,9737.7
Chile,Population Aged 60-64,2021,1020.1
Colombia,Population Aged 60-64,2021,2158.3
Costa Rica,Population Aged 60-64,2021,235.5
Cuba,Population Aged 60-64,2021,652.2
Curacao,Population Aged 60-64,2021,11.6
Dominican Republic,Population Aged 60-64,2021,401.1
Ecuador,Population Aged 60-64,2021,612.2
El Salvador,Population Aged 60-64,2021,225.4
French Guiana,Population Aged 60-64,2021,10.1
Grenada,Population Aged 60-64,2021,5.9
Guadeloupe,Population Aged 60-64,2021,27.8
Guatemala,Population Aged 60-64,2021,410.5
Guyana,Population Aged 60-64,2021,31.3
Haiti,Population Aged 60-64,2021,300.5
Honduras,Population Aged 60-64,2021,245.5
Jamaica,Population Aged 60-64,2021,128.4
Martinique,Population Aged 60-64,2021,29.1
Mexico,Population Aged 60-64,2021,4696.2
Nicaragua,Population Aged 60-64,2021,203.6
Panama,Population Aged 60-64,2021,166.0
Paraguay,Population Aged 60-64,2021,224.3
Peru,Population Aged 60-64,2021,1286.2
Puerto Rico,Population Aged 60-64,2021,197.5
St Lucia,Population Aged 60-64,2021,8.9
St Vincent and the Grenadines,Population Aged 60-64,2021,5.5
Suriname,Population Aged 60-64,2021,23.3
Trinidad and Tobago,Population Aged 60-64,2021,78.8
Uruguay,Population Aged 60-64,2021,183.4
US Virgin Islands,Population Aged 60-64,2021,7.5
Venezuela,Population Aged 60-64,2021,1212.8
Middle East and Africa,Population Aged 60-64,2021,34927.1
Algeria,Population Aged 60-64,2021,1429.1
Angola,Population Aged 60-64,2021,513.3
Bahrain,Population Aged 60-64,2021,42.9
Benin,Population Aged 60-64,2021,227.1
Botswana,Population Aged 60-64,2021,60.0
Burkina Faso,Population Aged 60-64,2021,329.7
Burundi,Population Aged 60-64,2021,205.1
Cabo Verde,Population Aged 60-64,2021,16.3
Cameroon,Population Aged 60-64,2021,434.2
Central African Republic,Population Aged 60-64,2021,82.7
Chad,Population Aged 60-64,2021,240.7
Comoros,Population Aged 60-64,2021,18.1
"Congo, Democratic Republic",Population Aged 60-64,2021,1541.2
Congo-Brazzaville,Population Aged 60-64,2021,102.4
Côte d'Ivoire,Population Aged 60-64,2021,485.4
Djibouti,Population Aged 60-64,2021,27.9
Egypt,Population Aged 60-64,2021,3032.8
Equatorial Guinea,Population Aged 60-64,2021,19.6
Eritrea,Population Aged 60-64,2021,69.9
Eswatini,Population Aged 60-64,2021,19.6
Ethiopia,Population Aged 60-64,2021,2107.0
Gabon,Population Aged 60-64,2021,42.2
Gambia,Population Aged 60-64,2021,35.9
Ghana,Population Aged 60-64,2021,710.1
Guinea,Population Aged 60-64,2021,234.7
Guinea-Bissau,Population Aged 60-64,2021,33.4
Iran,Population Aged 60-64,2021,3229.6
Iraq,Population Aged 60-64,2021,677.5
Israel,Population Aged 60-64,2021,382.6
Jordan,Population Aged 60-64,2021,228.6
Kenya,Population Aged 60-64,2021,927.3
Kuwait,Population Aged 60-64,2021,166.9
Lebanon,Population Aged 60-64,2021,259.2
Lesotho,Population Aged 60-64,2021,56.1
Liberia,Population Aged 60-64,2021,100.6
Libya,Population Aged 60-64,2021,173.2
Madagascar,Population Aged 60-64,2021,546.7
Malawi,Population Aged 60-64,2021,288.2
Mali,Population Aged 60-64,2021,285.6
Mauritania,Population Aged 60-64,2021,92.9
Mauritius,Population Aged 60-64,2021,77.4
Morocco,Population Aged 60-64,2021,1615.9
Mozambique,Population Aged 60-64,2021,488.7
Namibia,Population Aged 60-64,2021,53.5
Niger,Population Aged 60-64,2021,382.5
Nigeria,Population Aged 60-64,2021,3772.2
Oman,Population Aged 60-64,2021,83.1
Qatar,Population Aged 60-64,2021,71.7
Réunion,Population Aged 60-64,2021,51.2
Rwanda,Population Aged 60-64,2021,278.3
Sao Tomé e Príncipe,Population Aged 60-64,2021,4.5
Saudi Arabia,Population Aged 60-64,2021,919.5
Senegal,Population Aged 60-64,2021,294.8
Seychelles,Population Aged 60-64,2021,5.1
Sierra Leone,Population Aged 60-64,2021,140.2
Somalia,Population Aged 60-64,2021,268.7
South Africa,Population Aged 60-64,2021,1831.7
South Sudan,Population Aged 60-64,2021,207.9
Sudan,Population Aged 60-64,2021,905.3
Syria,Population Aged 60-64,2021,490.0
Tanzania,Population Aged 60-64,2021,989.5
Togo,Population Aged 60-64,2021,153.3
Tunisia,Population Aged 60-64,2021,552.8
Uganda,Population Aged 60-64,2021,592.5
United Arab Emirates,Population Aged 60-64,2021,197.3
Yemen,Population Aged 60-64,2021,528.0
Zambia,Population Aged 60-64,2021,249.1
Zimbabwe,Population Aged 60-64,2021,246.2
North America,Population Aged 60-64,2021,23702.7
Canada,Population Aged 60-64,2021,2597.1
USA,Population Aged 60-64,2021,21105.6
Western Europe,Population Aged 60-64,2021,30644.3
Austria,Population Aged 60-64,2021,587.2
Belgium,Population Aged 60-64,2021,734.6
Cyprus,Population Aged 60-64,2021,66.6
Denmark,Population Aged 60-64,2021,348.1
Finland,Population Aged 60-64,2021,357.3
France,Population Aged 60-64,2021,4004.3
Germany,Population Aged 60-64,2021,5814.8
Greece,Population Aged 60-64,2021,687.7
Iceland,Population Aged 60-64,2021,20.8
Ireland,Population Aged 60-64,2021,263.0
Italy,Population Aged 60-64,2021,3963.8
Luxembourg,Population Aged 60-64,2021,36.1
Malta,Population Aged 60-64,2021,30.2
Netherlands,Population Aged 60-64,2021,1137.7
Norway,Population Aged 60-64,2021,309.7
Portugal,Population Aged 60-64,2021,686.4
Spain,Population Aged 60-64,2021,3012.1
Sweden,Population Aged 60-64,2021,569.2
Switzerland,Population Aged 60-64,2021,532.4
Turkey,Population Aged 60-64,2021,3574.4
United Kingdom,Population Aged 60-64,2021,3908.1
World,Population Aged 65+,2021,753591.9
Asia Pacific,Population Aged 65+,2021,409647.4
Afghanistan,Population Aged 65+,2021,1070.0
American Samoa,Population Aged 65+,2021,2.7
Armenia,Population Aged 65+,2021,362.8
Azerbaijan,Population Aged 65+,2021,744.7
Bangladesh,Population Aged 65+,2021,8827.3
Bhutan,Population Aged 65+,2021,49.4
Brunei Darussalam,Population Aged 65+,2021,26.3
Cambodia,Population Aged 65+,2021,844.7
China,Population Aged 65+,2021,182625.6
Fiji,Population Aged 65+,2021,54.3
French Polynesia,Population Aged 65+,2021,26.7
Guam,Population Aged 65+,2021,18.5
"Hong Kong, China",Population Aged 65+,2021,1441.1
India,Population Aged 65+,2021,94086.4
Indonesia,Population Aged 65+,2021,17968.9
Japan,Population Aged 65+,2021,36448.5
Kazakhstan,Population Aged 65+,2021,1537.1
Kiribati,Population Aged 65+,2021,5.3
Kyrgyzstan,Population Aged 65+,2021,325.3
Laos,Population Aged 65+,2021,322.4
"Macau, China",Population Aged 65+,2021,83.8
Malaysia,Population Aged 65+,2021,2441.1
Maldives,Population Aged 65+,2021,20.2
Mongolia,Population Aged 65+,2021,148.6
Myanmar,Population Aged 65+,2021,3547.9
Nauru,Population Aged 65+,2021,0.2
Nepal,Population Aged 65+,2021,1752.2
New Caledonia,Population Aged 65+,2021,28.7
North Korea,Population Aged 65+,2021,2470.8
Pakistan,Population Aged 65+,2021,9888.3
Papua New Guinea,Population Aged 65+,2021,332.7
Philippines,Population Aged 65+,2021,6348.1
Samoa,Population Aged 65+,2021,10.4
Singapore,Population Aged 65+,2021,874.4
Solomon Islands,Population Aged 65+,2021,26.2
South Korea,Population Aged 65+,2021,8529.8
Sri Lanka,Population Aged 65+,2021,2500.6
Taiwan,Population Aged 65+,2021,3787.3
Tajikistan,Population Aged 65+,2021,322.6
Thailand,Population Aged 65+,2021,9473.8
Tonga,Population Aged 65+,2021,6.3
Turkmenistan,Population Aged 65+,2021,304.3
Tuvalu,Population Aged 65+,2021,0.6
Uzbekistan,Population Aged 65+,2021,1705.2
Vanuatu,Population Aged 65+,2021,11.4
Vietnam,Population Aged 65+,2021,8243.9
Australasia,Population Aged 65+,2021,5135.5
Australia,Population Aged 65+,2021,4328.9
New Zealand,Population Aged 65+,2021,806.5
Eastern Europe,Population Aged 65+,2021,55535.5
Albania,Population Aged 65+,2021,437.7
Belarus,Population Aged 65+,2021,1495.1
Bosnia and Herzegovina,Population Aged 65+,2021,642.0
Bulgaria,Population Aged 65+,2021,1518.9
Croatia,Population Aged 65+,2021,868.6
Czech Republic,Population Aged 65+,2021,2166.7
Estonia,Population Aged 65+,2021,270.6
Georgia,Population Aged 65+,2021,600.3
Hungary,Population Aged 65+,2021,1980.1
Latvia,Population Aged 65+,2021,393.7
Lithuania,Population Aged 65+,2021,557.0
Moldova,Population Aged 65+,2021,523.6
Montenegro,Population Aged 65+,2021,101.4
North Macedonia,Population Aged 65+,2021,308.4
Poland,Population Aged 65+,2021,7120.0
Romania,Population Aged 65+,2021,3744.2
Russia,Population Aged 65+,2021,22799.6
Serbia,Population Aged 65+,2021,1469.7
Slovakia,Population Aged 65+,2021,932.0
Slovenia,Population Aged 65+,2021,435.7
Ukraine,Population Aged 65+,2021,7170.0
Latin America,Population Aged 65+,2021,60714.0
Anguilla,Population Aged 65+,2021,1.2
Antigua and Barbuda,Population Aged 65+,2021,9.5
Argentina,Population Aged 65+,2021,5350.4
Aruba,Population Aged 65+,2021,16.2
Bahamas,Population Aged 65+,2021,31.9
Barbados,Population Aged 65+,2021,49.5
Belize,Population Aged 65+,2021,20.9
Bermuda,Population Aged 65+,2021,11.9
Bolivia,Population Aged 65+,2021,902.3
Brazil,Population Aged 65+,2021,21165.5
British Virgin Islands,Population Aged 65+,2021,2.3
Cayman Islands,Population Aged 65+,2021,3.5
Chile,Population Aged 65+,2021,2467.4
Colombia,Population Aged 65+,2021,4795.7
Costa Rica,Population Aged 65+,2021,478.0
Cuba,Population Aged 65+,2021,1830.2
Curacao,Population Aged 65+,2021,29.9
Dominica,Population Aged 65+,2021,8.7
Dominican Republic,Population Aged 65+,2021,850.9
Ecuador,Population Aged 65+,2021,1387.3
El Salvador,Population Aged 65+,2021,575.8
French Guiana,Population Aged 65+,2021,17.9
Grenada,Population Aged 65+,2021,11.3
Guadeloupe,Population Aged 65+,2021,79.7
Guatemala,Population Aged 65+,2021,964.5
Guyana,Population Aged 65+,2021,57.7
Haiti,Population Aged 65+,2021,609.9
Honduras,Population Aged 65+,2021,515.4
Jamaica,Population Aged 65+,2021,275.9
Martinique,Population Aged 65+,2021,83.6
Mexico,Population Aged 65+,2021,10057.7
Nicaragua,Population Aged 65+,2021,396.5
Panama,Population Aged 65+,2021,384.3
Paraguay,Population Aged 65+,2021,505.2
Peru,Population Aged 65+,2021,2999.1
Puerto Rico,Population Aged 65+,2021,607.2
St Kitts and Nevis,Population Aged 65+,2021,4.4
St Lucia,Population Aged 65+,2021,19.5
St Vincent and the Grenadines,Population Aged 65+,2021,11.3
Suriname,Population Aged 65+,2021,43.0
Trinidad and Tobago,Population Aged 65+,2021,167.1
Uruguay,Population Aged 65+,2021,536.3
US Virgin Islands,Population Aged 65+,2021,22.0
Venezuela,Population Aged 65+,2021,2355.7
Middle East and Africa,Population Aged 65+,2021,61648.8
Algeria,Population Aged 65+,2021,3092.3
Angola,Population Aged 65+,2021,744.4
Bahrain,Population Aged 65+,2021,44.9
Benin,Population Aged 65+,2021,410.6
Botswana,Population Aged 65+,2021,111.7
Burkina Faso,Population Aged 65+,2021,521.2
Burundi,Population Aged 65+,2021,301.3
Cabo Verde,Population Aged 65+,2021,27.6
Cameroon,Population Aged 65+,2021,740.1
Central African Republic,Population Aged 65+,2021,137.9
Chad,Population Aged 65+,2021,424.6
Comoros,Population Aged 65+,2021,28.2
"Congo, Democratic Republic",Population Aged 65+,2021,2793.6
Congo-Brazzaville,Population Aged 65+,2021,159.0
Côte d'Ivoire,Population Aged 65+,2021,785.3
Djibouti,Population Aged 65+,2021,48.2
Egypt,Population Aged 65+,2021,5562.2
Equatorial Guinea,Population Aged 65+,2021,34.2
Eritrea,Population Aged 65+,2021,161.4
Eswatini,Population Aged 65+,2021,47.0
Ethiopia,Population Aged 65+,2021,4198.7
Gabon,Population Aged 65+,2021,80.4
Gambia,Population Aged 65+,2021,62.4
Ghana,Population Aged 65+,2021,1014.4
Guinea,Population Aged 65+,2021,401.0
Guinea-Bissau,Population Aged 65+,2021,58.7
Iran,Population Aged 65+,2021,5801.4
Iraq,Population Aged 65+,2021,1432.8
Israel,Population Aged 65+,2021,1148.1
Jordan,Population Aged 65+,2021,413.0
Kenya,Population Aged 65+,2021,1427.6
Kuwait,Population Aged 65+,2021,151.4
Lebanon,Population Aged 65+,2021,533.4
Lesotho,Population Aged 65+,2021,108.1
Liberia,Population Aged 65+,2021,174.0
Libya,Population Aged 65+,2021,321.1
Madagascar,Population Aged 65+,2021,899.4
Malawi,Population Aged 65+,2021,520.0
Mali,Population Aged 65+,2021,514.6
Mauritania,Population Aged 65+,2021,153.3
Mauritius,Population Aged 65+,2021,165.8
Morocco,Population Aged 65+,2021,2964.2
Mozambique,Population Aged 65+,2021,917.2
Namibia,Population Aged 65+,2021,93.1
Niger,Population Aged 65+,2021,651.3
Nigeria,Population Aged 65+,2021,5802.9
Oman,Population Aged 65+,2021,122.8
Qatar,Population Aged 65+,2021,66.8
Réunion,Population Aged 65+,2021,119.2
Rwanda,Population Aged 65+,2021,425.8
Sao Tomé e Príncipe,Population Aged 65+,2021,6.9
Saudi Arabia,Population Aged 65+,2021,1305.4
Senegal,Population Aged 65+,2021,537.4
